Symbol,Price,Volume
IOSTBTC,0.0000001,88610195
IOSTETH,0.00000372,49889228
CHATBTC,0,0
CHATETH,0,0
STEEMBTC,0.00000082,38629
STEEMETH,0.00002657,19531
STEEMBNB,0,0
NANOBTC,0,0
NANOETH,0,0
NANOBNB,0,0
VIABTC,0,0
VIAETH,0,0
VIABNB,0,0
BLZBTC,0.0000006,4149126
BLZETH,0.00004159,10774706
BLZBNB,0,0
AEBTC,0,0
AEETH,0,0
AEBNB,0,0
RPXBTC,0,0
RPXETH,0,0
RPXBNB,0,0
NCASHBTC,0,0
NCASHETH,0,0
NCASHBNB,0,0
POABTC,0,0
POAETH,0,0
POABNB,0,0
ZILBTC,0.0000001,65482555
ZILETH,0.00000168,112227742
ZILBNB,0.00008858,16784204
ONTBTC,0.00000113,1033637
ONTETH,0.0001253,1401481
ONTBNB,0,0
STORMBTC,0,0
STORMETH,0,0
STORMBNB,0,0
QTUMBNB,0,0
QTUMUSDT,0.927,500790.7
XEMBTC,0.00000192,14041020
XEMETH,0,0
XEMBNB,0,0
WANBTC,0.00000081,1847066
WANETH,0.0000927,775480
WANBNB,0,0
WPRBTC,0,0
WPRETH,0,0
QLCBTC,0.00000021,130101170
QLCETH,0,0
SYSBTC,0.00000019,31829443
SYSETH,0,0
SYSBNB,0,0
QLCBNB,0,0
GRSBTC,0,0
GRSETH,0,0
ADAUSDT,0.2561,92545578.7
ADABNB,0.000423,152788.5
CLOAKBTC,0,0
CLOAKETH,0,0
GNTBTC,0,0
GNTETH,0,0
GNTBNB,0,0
LOOMBTC,0.00000075,13815528
LOOMETH,0.00003231,9009886
LOOMBNB,0,0
XRPUSDT,1.3525,112750922
BCNBTC,0,0
BCNETH,0,0
BCNBNB,0,0
REPBTC,0.0003413,38613.67
REPBNB,0,0
BTCTUSD,72132.71,1.76015
TUSDBTC,0,0
ETHTUSD,2203.31,35.2788
TUSDETH,0,0
TUSDBNB,0,0
ZENBTC,0.00008107,8437.8
ZENETH,0.003991,26730.62
ZENBNB,0.0329,31204.14
SKYCOINBTC,0,0
SKYCOINETH,0,0
SKYCOINBNB,0,0
EOSUSDT,0.7799,1180284.8
EOSBNB,0.002583,371406.28
CVCBTC,0.00000566,3289236
CVCETH,0,0
CVCBNB,0,0
THETABTC,0.00000244,209025.3
THETAETH,0.0005017,362844.9
THETABNB,0.002736,307777.1
XRPBNB,0.0022312,27131.1
TUSDUSDT,0.9995,134536
IOTAUSDT,0.0576,21388954
XLMUSDT,0.1562,74103722
IOTXBTC,0.00000009,82514121
IOTXETH,0.000003,53049050
QKCBTC,0.0000001,74467936
QKCETH,0.0000043,31027875
AGIBTC,0,0
AGIETH,0,0
AGIBNB,0,0
NXSBTC,0,0
NXSETH,0,0
NXSBNB,0,0
ENJBNB,0.001368,1020176
DATABTC,0.00000008,44665732
DATAETH,0.00002034,26268169
ONTUSDT,0.08152,70174842
TRXBNB,0.0005284,180236
TRXUSDT,0.3202,105308069.4
ETCUSDT,8.51,329460.16
ETCBNB,0.01416,8457.51
ICXUSDT,0.037,4058009.9
SCBTC,0,0
SCETH,0.00000049,232594091
NPXSBTC,0,0
NPXSETH,0,0
VENUSDT,0,0
KEYBTC,0,0
KEYETH,0.00000227,105568180
NASBTC,0,0
NASETH,0,0
NASBNB,0,0
MFTBTC,0,0
MFTETH,0.00000433,64983840
MFTBNB,0,0
DENTBTC,0,0
DENTETH,0.00000007,1675516867
ARDRBTC,0.00000065,24660761
ARDRETH,0,0
ARDRBNB,0,0
NULSUSDT,0.0258,6282246
HOTBTC,0,0
HOTETH,0.00000017,1112665511
VETBTC,0.00000009,2600020
VETETH,0.00000344,50344578
VETUSDT,0.007216,182378266.7
VETBNB,0.00001339,57638624
DOCKBTC,0.00000005,29536668
DOCKETH,0,0
POLYBTC,0.00001384,1083011
POLYBNB,0,0
PHXBTC,0,0
PHXETH,0,0
PHXBNB,0,0
HCBTC,0,0
HCETH,0,0
GOBTC,0,0
GOBNB,0,0
PAXBTC,0,0
PAXBNB,0,0
PAXUSDT,0,0
PAXETH,0,0
RVNBTC,0.0000001,47686571
DCRBTC,0.0002185,10992.056
DCRBNB,0,0
USDCBNB,0,0
MITHBTC,0.0000008,33564196
MITHBNB,0.0000441,66149312
BCHABCBTC,0,0
BCHSVBTC,0,0
BCHABCUSDT,0,0
BCHSVUSDT,0,0
BNBPAX,0,0
BTCPAX,0,0
ETHPAX,0,0
XRPPAX,0,0
EOSPAX,0,0
XLMPAX,0,0
RENBTC,0.00000043,5371182
RENBNB,0,0
BNBTUSD,612.13,5.362
XRPTUSD,1.3178,4858.2
EOSTUSD,0,0
XLMTUSD,0,0
BNBUSDC,606.04,13682.929
BTCUSDC,72041.4,4216.9509
ETHUSDC,2200.64,172404.1969
XRPUSDC,1.3527,21986011.5
EOSUSDC,0.7778,544648.4
XLMUSDC,0.1563,12089715
USDCUSDT,0.9999,1492504545
ADATUSD,0.3847,1831521.9
TRXTUSD,0.05986,31456162.6
NEOTUSD,0,0
TRXXRP,0.2367,189201.6
XZCXRP,0,0
PAXTUSD,0,0
USDCTUSD,0,0
USDCPAX,0,0
LINKUSDT,9.03,3919938.13
LINKTUSD,14.423,28155.35
LINKPAX,0,0
LINKUSDC,9.03,696319.61
WAVESUSDT,1.076,435097.68
WAVESTUSD,0,0
WAVESPAX,0,0
WAVESUSDC,0,0
BCHABCTUSD,0,0
BCHABCPAX,0,0
BCHABCUSDC,0,0
BCHSVTUSD,0,0
BCHSVPAX,0,0
BCHSVUSDC,0,0
LTCTUSD,83.07,6906.242
LTCPAX,0,0
LTCUSDC,54.75,18375.378
TRXPAX,0,0
TRXUSDC,0.3204,7145036.4
BTTBTC,0,0
BTTBNB,0,0
BTTUSDT,0,0
BNBUSDSOLD,0,0
BTCUSDSOLD,0,0
USDSOLDUSDT,0,0
USDSOLDPAX,0,0
USDSOLDTUSD,0,0
USDSOLDUSDC,0,0
BTTPAX,0,0
BTTTUSD,0,0
BTTUSDC,0,0
ONGBNB,0,0
ONGBTC,0.00000124,2811242
ONGUSDT,0.08979,68499673
HOTBNB,0,0
HOTUSDT,0.000405,963193982
ZILUSDT,0.00397,107793038.8
ZRXBNB,0,0
ZRXUSDT,0.104,3288613
FETBNB,0.0004111,185137.3
FETBTC,0.00000345,696112.7
FETUSDT,0.2495,67519916.3
BATUSDT,0.1008,3188031
XMRBNB,0.3321,5744.949
XMRUSDT,118.7,5017.379
ZECBNB,0.1026,13618.876
ZECUSDT,371.76,511850.678
ZECPAX,0,0
ZECTUSD,0,0
ZECUSDC,371.65,45218.101
IOSTUSDT,0.001097,113335821
CELRBNB,0.00005294,16293983
CELRBTC,0.00000009,48961565
CELRUSDT,0.002404,133780734.7
ADAPAX,0,0
ADAUSDC,0.2561,17531050.2
NEOPAX,0,0
NEOUSDC,2.798,21414.67
DASHBNB,0.1183,10658.019
DASHUSDT,37.02,387429.643
NANOUSDT,0,0
OMGBNB,0,0
OMGUSDT,0.383,1799285
THETAUSDT,0.176,22869314.2
ENJUSDT,0.0309,1516180067
MITHUSDT,0.00345,121888803.7
MATICBNB,0.000734,1877261.1
MATICBTC,0.00000667,957316.2
MATICUSDT,0.3794,2834467.3
ATOMBNB,0.00739,62383.64
ATOMBTC,0.0000251,11549.43
ATOMUSDT,1.812,1381803.02
ATOMUSDC,1.81,190814.04
ATOMPAX,0,0
ATOMTUSD,0,0
ETCUSDC,8.53,7690.22
ETCPAX,0,0
ETCTUSD,0,0
BATUSDC,0,0
BATPAX,0,0
BATTUSD,0,0
PHBBNB,0,0
PHBBTC,0.00000252,868699.4
PHBUSDC,0,0
PHBTUSD,0,0
PHBPAX,0,0
TFUELBNB,0,0
TFUELBTC,0.00000016,450027
TFUELUSDT,0.01157,22218005
TFUELUSDC,0,0
TFUELTUSD,0,0
TFUELPAX,0,0
ONEBNB,0.00004537,10127379
ONEBTC,0.00000009,210054652
ONEUSDT,0.00219,100345187.8
ONETUSD,0,0
ONEPAX,0,0
ONEUSDC,0,0
FTMBNB,0.0010144,1022064
FTMBTC,0.00000743,1113257
FTMUSDT,0.6994,1858967
FTMTUSD,0,0
FTMPAX,0,0
FTMUSDC,0.6986,2238710
BTCBBTC,0,0
BCPTTUSD,0,0
BCPTPAX,0,0
BCPTUSDC,0,0
ALGOBNB,0.0005825,1560201
ALGOBTC,0.00000157,450489
ALGOUSDT,0.1133,77356153
ALGOTUSD,0,0
ALGOPAX,0,0
ALGOUSDC,0.1134,16964316
USDSBUSDT,0,0
USDSBUSDSOLD,0,0
GTOUSDT,0.01233,41038500.4
GTOPAX,0,0
GTOTUSD,0,0
GTOUSDC,0,0
ERDBNB,0,0
ERDBTC,0,0
ERDUSDT,0,0
ERDPAX,0,0
ERDUSDC,0,0
DOGEBNB,0,0
DOGEBTC,0.00000129,5606452
DOGEUSDT,0.09344,809031536
DOGEPAX,0,0
DOGEUSDC,0.09345,63856962
DUSKBNB,0,0
DUSKBTC,0.00000169,871716
DUSKUSDT,0.1224,14636030
DUSKUSDC,0,0
DUSKPAX,0,0
BGBPUSDC,0,0
ANKRBNB,0.0000856,12482799
ANKRBTC,0.00000009,65072340
ANKRUSDT,0.00538,132471587.9
ANKRTUSD,0,0
ANKRPAX,0,0
ANKRUSDC,0,0
ONTPAX,0,0
ONTUSDC,0.08182,4012240
WINBNB,0.0000001,2072482110
WINBTC,0,0
WINUSDT,0.00001922,4201856942
WINUSDC,0.0000973,871060960
COSBNB,0.00002678,33842569
COSBTC,0.00000008,74102639
COSUSDT,0.001236,737546004.7
TUSDBTUSD,0,0
NPXSUSDT,0,0
NPXSUSDC,0,0
COCOSBNB,0.00559,407128
COCOSBTC,0,0
COCOSUSDT,1.7546,889158
MTLUSDT,0.291,323480.1
TOMOBNB,0,0
TOMOBTC,0.00003699,269026.8
TOMOUSDT,1.3819,811812
TOMOUSDC,0,0
PERLBNB,0,0
PERLBTC,0.00000113,14272400
PERLUSDC,0,0
PERLUSDT,0.0046,67198312.8
DENTUSDT,0.000165,4455196324
MFTUSDT,0.005254,142038277
KEYUSDT,0.001253,97136470
STORMUSDT,0,0
DOCKUSDT,0.0039,116266154
WANUSDT,0.05843,8332390
FUNUSDT,0.000853,6528153774
CVCUSDT,0.03014,4992794
BTTTRX,0,0
WINTRX,0.0000604,23024590
CHZBNB,0.00005735,14607338
CHZBTC,0.00000054,244990
CHZUSDT,0.039,61009385
BANDBNB,0,0
BANDBTC,0.00000297,69865.9
BANDUSDT,0.215,1196757.7
BNBBUSD,251.8,3144.063
BTCBUSD,42769.4,33.23532
BUSDUSDT,1.0003,1691539
BEAMBNB,0,0
BEAMBTC,0.00000716,3740525
BEAMUSDT,0.0652,11189369
XTZBNB,0.002883,737404.8
XTZBTC,0.00000495,59702
XTZUSDT,0.357,2010772.4
RENUSDT,0.04274,11361461
RVNUSDT,0.00578,61569632.7
HCUSDT,0,0
HBARBNB,0.00014952,410776
HBARBTC,0.00000126,4384228
HBARUSDT,0.09021,110070837
NKNBNB,0,0
NKNBTC,0.00000024,7144924
NKNUSDT,0.0073,25288819
XRPBUSD,0.6345,1722786
ETHBUSD,2281.12,336.4817
BCHABCBUSD,0,0
LTCBUSD,72.37,22114.638
LINKBUSD,14.071,67877.09
ETCBUSD,19.03,24075.44
STXBNB,0.000944,626942.4
STXBTC,0.00000313,104538
STXUSDT,0.2245,2632624.8
KAVABNB,0.00276,330645.4
KAVABTC,0.00000074,965435.7
KAVAUSDT,0.05393,6524835.6
BUSDNGN,0,0
BNBNGN,0,0
BTCNGN,99822596,9.4204
ARPABNB,0.0001547,4543066
ARPABTC,0.00000016,36414954
ARPAUSDT,0.00932,98494199.7
TRXBUSD,0.10329,6719896.3
EOSBUSD,0.634,455348.7
IOTXUSDT,0.00464,62397338
RLCUSDT,0.429,930488.4
MCOUSDT,0,0
XLMBUSD,0.1197,6361157
ADABUSD,0.6374,1333751
CTXCBNB,0,0
CTXCBTC,0.00000075,5275766
CTXCUSDT,0.0634,4315072
BCHBNB,0.7319,25.345
BCHBTC,0.006144,639.784
BCHUSDT,443.4,19361.893
BCHUSDC,443.5,4083.406
BCHTUSD,322,978.198
BCHPAX,0,0
BCHBUSD,236,5621.972
BTCRUB,3900027,5.53197
ETHRUB,181477.6,461.2351
XRPRUB,56.31,964621
BNBRUB,22422.22,1382.907
TROYBNB,0.0000106,154371549
TROYBTC,0,0
TROYUSDT,0.000069,1612739544
BUSDRUB,90.39,5171555
QTUMBUSD,2.537,125833.4
VETBUSD,0.0212,30222515.8
VITEBNB,0,0
VITEBTC,0.00000007,43924459
VITEUSDT,0.00086,236768977.4
FTTBNB,0.00513,618063.4
FTTBTC,0.0000856,368274.74
FTTUSDT,0.2992,722394.59
BTCTRY,3209801,109.29228
BNBTRY,27000,1081.547
BUSDTRY,29.33,466723
ETHTRY,98059,4698.7557
XRPTRY,60.27,3619133.8
USDTTRY,44.57,29047216
USDTRUB,91.1,392622
BTCEUR,61615.2,364.43901
ETHEUR,1882.33,5398.6248
BNBEUR,518.71,928.217
XRPEUR,1.1571,1755025.2
EURBUSD,1.0757,1108607.6
EURUSDT,1.1689,17080589.8
OGNBNB,0.000383,8630826
OGNBTC,0.00000034,41108694
OGNUSDT,0.02192,32162768
DREPBNB,0,0
DREPBTC,0.00000039,11917794
DREPUSDT,0.0256,13959700
BULLUSDT,0,0
BULLBUSD,0,0
BEARUSDT,0,0
BEARBUSD,0,0
ETHBULLUSDT,0,0
ETHBULLBUSD,0,0
ETHBEARUSDT,0,0
ETHBEARBUSD,0,0
TCTBNB,0,0
TCTBTC,0.00000016,292984058
TCTUSDT,0.00312,152215525
WRXBNB,0.000398,2499265.1
WRXBTC,0.00000455,2272644.4
WRXUSDT,0.0173,25499366.4
ICXBUSD,0.1642,2089458.2
BTSUSDT,0.0054,49593414.8
BTSBUSD,0,0
LSKUSDT,0.13,331814.6
BNTUSDT,0.2984,681157.4
BNTBUSD,0.3599,659485.1
LTOBNB,0,0
LTOBTC,0.00000003,32167278
LTOUSDT,0.0038,118743621
ATOMBUSD,11.219,25299.57
DASHBUSD,25.83,8979.374
NEOBUSD,6.73,41276.54
WAVESBUSD,2.216,237828.56
XTZBUSD,0.671,543733
EOSBULLUSDT,0,0
EOSBULLBUSD,0,0
EOSBEARUSDT,0,0
EOSBEARBUSD,0,0
XRPBULLUSDT,0,0
XRPBULLBUSD,0,0
XRPBEARUSDT,0,0
XRPBEARBUSD,0,0
BATBUSD,0.1709,1847047
ENJBUSD,0.2607,1843898.9
NANOBUSD,0,0
ONTBUSD,0.1574,2497480
RVNBUSD,0.01525,19269580.2
STRATBUSD,0,0
STRATBNB,0,0
STRATUSDT,0,0
AIONBUSD,0,0
AIONUSDT,0.00943,55771436
MBLBNB,0,0
MBLBTC,0,0
MBLUSDT,0.000952,2079576927
COTIBNB,0.0002123,3436760
COTIBTC,0.00000017,21971871
COTIUSDT,0.01368,18484177
ALGOBUSD,0.2071,3167737
BTTBUSD,0,0
TOMOBUSD,1.7807,153355.8
XMRBUSD,170.2,5823.139
ZECBUSD,25.5,26721.658
BNBBULLUSDT,0,0
BNBBULLBUSD,0,0
BNBBEARUSDT,0,0
BNBBEARBUSD,0,0
STPTBNB,0,0
STPTBTC,0.00000067,8235675
STPTUSDT,0.07042,6539537.4
BTCZAR,1505613,1.37668
ETHZAR,51704,220.5094
BNBZAR,0,0
USDTZAR,16.5,851768
BUSDZAR,18.85,892088
BTCBKRW,0,0
ETHBKRW,0,0
BNBBKRW,0,0
WTCUSDT,0.0103,28831218
DATABUSD,0.02344,15349017.9
DATAUSDT,0.00088,109741867.2
XZCUSDT,0,0
SOLBNB,0.1387,14526.781
SOLBTC,0.0011663,82692.186
SOLUSDT,84.01,2818108.963
SOLBUSD,74.62,9085.48
BTCIDRT,0,0
BNBIDRT,0,0
USDTIDRT,15907,2647776
BUSDIDRT,0,0
CTSIBTC,0.00000042,5580382
CTSIUSDT,0.03053,43134101
CTSIBNB,0.0007983,751171
CTSIBUSD,0.1642,2058324
HIVEBNB,0,0
HIVEBTC,0.00000111,4199032
HIVEUSDT,0.0602,3493511
CHRBNB,0.0004377,1400703
CHRBTC,0.00000056,7345141
CHRUSDT,0.0179,40592344
BTCUPUSDT,16.6,8868.69
BTCDOWNUSDT,0.001185,132744672.7
GXSUSDT,0,0
ARDRUSDT,0.04453,691295
ERDBUSD,0,0
LENDUSDT,0,0
HBARBUSD,0.0602,11139023
MATICBUSD,0.8659,653272.5
WRXBUSD,0.1105,5264861.3
ZILBUSD,0.01583,32650233.9
MDTBNB,0,0
MDTBTC,0.0000003,16685166
MDTUSDT,0.0067,223635322.6
STMXBTC,0.00000016,70625287
STMXETH,0.00000292,118611137
STMXUSDT,0.004565,62904741
KNCBUSD,0.637,588786
KNCUSDT,0.1396,3862928.7
REPBUSD,0,0
REPUSDT,4.73,99565.06
LRCBUSD,0.1728,3246050
LRCUSDT,0.01879,145219844
IQBNB,0,0
IQBUSD,0.00502,112093472
PNTBTC,0.00000864,752691
PNTUSDT,0.035,10778397
BTCGBP,35986.75,48.71855
ETHGBP,1974.32,68.2043
XRPGBP,0.5257,1048897
BNBGBP,267.4,1365.733
GBPBUSD,1.239,1628848.2
DGBBTC,0.00000009,111982867
DGBBUSD,0.00632,39370696.6
BTCUAH,4083721,4.80344
USDTUAH,44.78,75515
COMPBTC,0.000268,11961.608
COMPBNB,0,0
COMPBUSD,45.79,7251.665
COMPUSDT,19.29,138420.083
BTCBIDR,1042508253,28.72418
ETHBIDR,47041943,474.0815
BNBBIDR,3335250,1341.006
BUSDBIDR,15559,2077202
USDTBIDR,15980,874696.2
BKRWUSDT,0,0
BKRWBUSD,0,0
SCUSDT,0.000982,114353921
ZENUSDT,5.879,1155144.1
SXPBTC,0.00000075,5330067.4
SXPBNB,0.00044,1843259.9
SXPBUSD,0.3721,956095.5
SNXBTC,0.00000445,957791.8
SNXBNB,0.01057,88392.8
SNXBUSD,1.936,244167
SNXUSDT,0.297,1908450.2
ETHUPUSDT,11.651,39682.04
ETHDOWNUSDT,0.0457,4099541.97
ADAUPUSDT,0.104,3821679.54
ADADOWNUSDT,0.001917,340525452.4
LINKUPUSDT,0.00608,27401275.94
LINKDOWNUSDT,0.000895,123547301.8
VTHOBNB,0,0
VTHOBUSD,0,0
VTHOUSDT,0.000564,362733037
DCRBUSD,0,0
DGBUSDT,0.00469,38329174.3
GBPUSDT,1.18,180121
STORJBUSD,0.2371,2266509
SXPUSDT,0.0022,259832602.8
IRISBNB,0,0
IRISBTC,0.00000014,19867804
IRISBUSD,0,0
MKRBNB,0,0
MKRBTC,0.01581,344.3623
MKRUSDT,1813.7,244.1798
MKRBUSD,1293,285.6825
DAIBNB,0,0
DAIBTC,0,0
DAIUSDT,0,0
DAIBUSD,0,0
RUNEBNB,0.001885,303077.6
RUNEBTC,0.00000553,21858.2
RUNEBUSD,5.462,233998.1
MANABUSD,0.4388,1913865
DOGEBUSD,0.09742,4298960
LENDBUSD,0,0
ZRXBUSD,0.1689,1419619
DCRUSDT,21.79,32680.868
STORJUSDT,0.0955,5292005
XRPBKRW,0,0
ADABKRW,0,0
BTCAUD,37210.08,39.79558
ETHAUD,2565.09,459.4215
AUDBUSD,0.7255,412067
FIOBNB,0,0
FIOBTC,0.00000012,16606366
FIOBUSD,0.01922,16016126
BNBUPUSDT,61.8,2599.53
BNBDOWNUSDT,0.002151,88637574.64
XTZUPUSDT,0,0
XTZDOWNUSDT,0,0
AVABNB,0,0
AVABTC,0.00000285,194901.4
AVABUSD,0.47,540265.2
USDTBKRW,0,0
BUSDBKRW,0,0
IOTABUSD,0.1431,2813889
MANAUSDT,0.0927,21172526
XRPAUD,0.7,1040195
BNBAUD,421.1,1598.881
AUDUSDT,0.7252,607479
BALBNB,0,0
BALBTC,0.00003122,116258.28
BALBUSD,3.15,109687.48
YFIBNB,0,0
YFIBTC,0.03781,114.33529
YFIBUSD,5325,79.37185
YFIUSDT,2526,101.94772
BLZBUSD,0.0553,5542560
KMDBUSD,0,0
BALUSDT,0.967,239235.66
BLZUSDT,0.0582,15047472
IRISUSDT,0.00521,67787369.1
KMDUSDT,0.0163,12791695
BTCDAI,68628.29,7.18344
ETHDAI,2106.68,2505.7133
BNBDAI,561.9,878.368
USDTDAI,1.0001,9513410.3
BUSDDAI,1,2172338
JSTBNB,0,0
JSTBTC,0.00000096,13427771
JSTBUSD,0.02103,17869733
JSTUSDT,0.06928,61828416
SRMBNB,0.00084,2448101.8
SRMBTC,0.00001523,1055003.5
SRMBUSD,0.0353,10193701.6
SRMUSDT,0.24442,1875814
ANTBNB,0.01764,40075.8
ANTBTC,0.0001432,96573.7
ANTBUSD,4.303,50351.8
ANTUSDT,7.407,74121.7
CRVBNB,0,0
CRVBTC,0.00000312,154187.5
CRVBUSD,0.5041,1200590.5
CRVUSDT,0.2245,20590518.7
SANDBNB,0.000668,346230
SANDBTC,0.00000113,40798
SANDUSDT,0.0794,29889632
SANDBUSD,0.3261,1076328
OCEANBNB,0.001044,472135
OCEANBTC,0.00000964,399752
OCEANBUSD,0.2848,1971068
OCEANUSDT,0.6123,646661
NMRBTC,0.0001061,30354.25
NMRBUSD,11.43,22778.9
NMRUSDT,8.22,153414.47
DOTBNB,0.002182,37508.43
DOTBTC,0.00001835,132386.48
DOTBUSD,7.373,131310.35
DOTUSDT,1.323,6210696.08
LUNABNB,0,0
LUNABTC,0,0
